reprinted with amendments adopted on april first reprint a baby a assembly bill no assemblywoman cooling march joint sponsor senator hammond referred to committee on education summary revises certain provisions concerning public schools bar fiscal note effect on local government may have fiscal impact effect on the state yes explanation matter in folded italics is new matter between brackets omitted material is material to be omitted an act relating to education providing certain requirements for school facilities that are designated for use by persons of one biological sex and providing other matters properly relating thereto legislative counsels digest ,a filed doc general assembly of north carolina second extra session a house bill dry to a short title public facilities privacy security act public sponsors representatives bishop star howard and stein burg primary sponsors referred to a bill to be entitled an act to provide for single sex multiple occupancy bathroom and changing facilities in schools and public agencies and to create statewide consistency in regulation of employment and public accommodations whereas the north carolina constitution directs the general assembly to provide for the organization and government of all cities and counties and to give cities and counties such powers and duties as the general assembly deems advisable in ,0.5306342244148254,-534.0,NV-AB375,NC-H2
reprinted with amendments adopted on april first reprint a baby a assembly bill no assemblywoman cooling march joint sponsor senator hammond referred to committee on education summary revises certain provisions concerning public schools bar fiscal note effect on local government may have fiscal impact effect on the state yes explanation matter in folded italics is new matter between brackets omitted material is material to be omitted an act relating to education providing certain requirements for school facilities that are designated for use by persons of one biological sex and providing other matters properly relating thereto legislative counsels digest , of article vii of the north carolina constitution and whereas the north carolina constitution reflects the importance of statewide laws related to commerce by prohibiting the general assembly from enacting local acts regulating labor trade mining or manufacturing in ,0.31556594371795654,-199.0,NV-AB375,NC-H2
reprinted with amendments adopted on april first reprint a baby a assembly bill no assemblywoman cooling march joint sponsor senator hammond referred to committee on education summary revises certain provisions concerning public schools bar fiscal note effect on local government may have fiscal impact effect on the state yes explanation matter in folded italics is new matter between brackets omitted material is material to be omitted an act relating to education providing certain requirements for school facilities that are designated for use by persons of one biological sex and providing other matters properly relating thereto legislative counsels digest , of article ii of the north carolina constitution and whereas the general assembly finds that laws and obligations consistent statewide for all businesses organizations and employers doing business in the state will improve intrastate commerce and whereas the general assembly finds that laws and obligations consistent statewide for all businesses organizations and employers doing business in the state benefit the businesses organizations and employers seeking to do business in the state and attracts new businesses organizations and employers to the state now therefore the general assembly of north carolina enacts part i single sex multiple occupancy bathroom and changing facilities ,0.37414634227752686,-513.0,NV-AB375,NC-H2
reprinted with amendments adopted on april first reprint a baby a assembly bill no assemblywoman cooling march joint sponsor senator hammond referred to committee on education summary revises certain provisions concerning public schools bar fiscal note effect on local government may have fiscal impact effect on the state yes explanation matter in folded italics is new matter between brackets omitted material is material to be omitted an act relating to education providing certain requirements for school facilities that are designated for use by persons of one biological sex and providing other matters properly relating thereto legislative counsels digest , is a is amended by adding a new subdivision to read to establish single sex multiple occupancy bathroom and changing facilities local boards of education shall establish single sex multiple occupancy bathroom and changing facilities as provided in is a ,0.4661247134208679,-200.0,NV-AB375,NC-H2
reprinted with amendments adopted on april first reprint a baby a assembly bill no assemblywoman cooling march joint sponsor senator hammond referred to committee on education summary revises certain provisions concerning public schools bar fiscal note effect on local government may have fiscal impact effect on the state yes explanation matter in folded italics is new matter between brackets omitted material is material to be omitted an act relating to education providing certain requirements for school facilities that are designated for use by persons of one biological sex and providing other matters properly relating thereto legislative counsels digest , article of chapter a of the general statutes is amended by adding a new ,0.36581146717071533,-49.0,NV-AB375,NC-H2
reprinted with amendments adopted on april first reprint a baby a assembly bill no assemblywoman cooling march joint sponsor senator hammond referred to committee on education summary revises certain provisions concerning public schools bar fiscal note effect on local government may have fiscal impact effect on the state yes explanation matter in folded italics is new matter between brackets omitted material is material to be omitted an act relating to education providing certain requirements for school facilities that are designated for use by persons of one biological sex and providing other matters properly relating thereto legislative counsels digest , to read ,0.13424494862556458,-9.0,NV-AB375,NC-H2
reprinted with amendments adopted on april first reprint a baby a assembly bill no assemblywoman cooling march joint sponsor senator hammond referred to committee on education summary revises certain provisions concerning public schools bar fiscal note effect on local government may have fiscal impact effect on the state yes explanation matter in folded italics is new matter between brackets omitted material is material to be omitted an act relating to education providing certain requirements for school facilities that are designated for use by persons of one biological sex and providing other matters properly relating thereto legislative counsels digest , a single sex multiple occupancy bathroom and changing facilities a definitions the following definitions apply in this ,0.27390456199645996,-87.0,NV-AB375,NC-H2
reprinted with amendments adopted on april first reprint a baby a assembly bill no assemblywoman cooling march joint sponsor senator hammond referred to committee on education summary revises certain provisions concerning public schools bar fiscal note effect on local government may have fiscal impact effect on the state yes explanation matter in folded italics is new matter between brackets omitted material is material to be omitted an act relating to education providing certain requirements for school facilities that are designated for use by persons of one biological sex and providing other matters properly relating thereto legislative counsels digest , biological sex the physical condition of being male or female which is stated on a persons birth certificate multiple occupancy bathroom or changing facility a facility designed or designated to be used by more than one person at a time where students may be in various states of undress in the presence of other persons a multiple occupancy bathroom or changing facility may include but is not limited to a school restroom locker room changing room or shower room single occupancy bathroom or changing facility a facility designed or designated to be used by only one person at a time where students may be in various states of undress a single occupancy bathroom or changing facility may include but is not limited to a single stall restroom designated as unisex or for use based on biological sex a single sex multiple occupancy bathroom and changing facilities local boards of education shall require every multiple occupancy bathroom or changing facility that is designated for student use to be designated for and used only by students based on their biological sex a accommodations permitted nothing in this ,0.3985764980316162,-555.0,NV-AB375,NC-H2
reprinted with amendments adopted on april first reprint a baby a assembly bill no assemblywoman cooling march joint sponsor senator hammond referred to committee on education summary revises certain provisions concerning public schools bar fiscal note effect on local government may have fiscal impact effect on the state yes explanation matter in folded italics is new matter between brackets omitted material is material to be omitted an act relating to education providing certain requirements for school facilities that are designated for use by persons of one biological sex and providing other matters properly relating thereto legislative counsels digest , shall prohibit local boards of education from providing accommodations such as single occupancy bathroom or changing facilities or controlled use of faculty facilities upon a request due to special circumstances but in no event shall that accommodation result in the local boards of education allowing a student to use a multiple occupancy bathroom or changing facility designated under sub,0.432256817817688,-298.0,NV-AB375,NC-H2
reprinted with amendments adopted on april first reprint a baby a assembly bill no assemblywoman cooling march joint sponsor senator hammond referred to committee on education summary revises certain provisions concerning public schools bar fiscal note effect on local government may have fiscal impact effect on the state yes explanation matter in folded italics is new matter between brackets omitted material is material to be omitted an act relating to education providing certain requirements for school facilities that are designated for use by persons of one biological sex and providing other matters properly relating thereto legislative counsels digest , a of this ,0.04930698871612549,-8.0,NV-AB375,NC-H2
reprinted with amendments adopted on april first reprint a baby a assembly bill no assemblywoman cooling march joint sponsor senator hammond referred to committee on education summary revises certain provisions concerning public schools bar fiscal note effect on local government may have fiscal impact effect on the state yes explanation matter in folded italics is new matter between brackets omitted material is material to be omitted an act relating to education providing certain requirements for school facilities that are designated for use by persons of one biological sex and providing other matters properly relating thereto legislative counsels digest , for a sex other than the students biological sex a exceptions this ,0.4331454634666443,-53.0,NV-AB375,NC-H2
reprinted with amendments adopted on april first reprint a baby a assembly bill no assemblywoman cooling march joint sponsor senator hammond referred to committee on education summary revises certain provisions concerning public schools bar fiscal note effect on local government may have fiscal impact effect on the state yes explanation matter in folded italics is new matter between brackets omitted material is material to be omitted an act relating to education providing certain requirements for school facilities that are designated for use by persons of one biological sex and providing other matters properly relating thereto legislative counsels digest , does not apply to persons entering a multiple occupancy bathroom or changing facility designated for use by the opposite sex for custodial purposes for maintenance or inspection purposes to render medical assistance to accompany a student needing assistance when the assisting individual is an employee or authorized volunteer of the local board of education or the students parent or authorized caregiver to receive assistance in using the facility to accompany a person other than a student needing assistance that has been temporarily designated for use by that persons biological sex ,0.4154408574104309,-487.0,NV-AB375,NC-H2
reprinted with amendments adopted on april first reprint a baby a assembly bill no assemblywoman cooling march joint sponsor senator hammond referred to committee on education summary revises certain provisions concerning public schools bar fiscal note effect on local government may have fiscal impact effect on the state yes explanation matter in folded italics is new matter between brackets omitted material is material to be omitted an act relating to education providing certain requirements for school facilities that are designated for use by persons of one biological sex and providing other matters properly relating thereto legislative counsels digest , chapter of the general statutes is amended by adding a new article to read article single sex multiple occupancy bathroom and changing facilities ,0.4030825197696686,-117.0,NV-AB375,NC-H2
reprinted with amendments adopted on april first reprint a baby a assembly bill no assemblywoman cooling march joint sponsor senator hammond referred to committee on education summary revises certain provisions concerning public schools bar fiscal note effect on local government may have fiscal impact effect on the state yes explanation matter in folded italics is new matter between brackets omitted material is material to be omitted an act relating to education providing certain requirements for school facilities that are designated for use by persons of one biological sex and providing other matters properly relating thereto legislative counsels digest , single sex multiple occupancy bathroom and changing facilities a definitions the following definitions apply in this ,0.27667373418807983,-106.0,NV-AB375,NC-H2
